Run	SRA_Sample	SRA_Study	LibraryLayout	Platform	DataSourceType	DataSourceLinks	AvgSpotLen	BioSample	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Library_Name	MBases	MBytes	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	LoadDate	Organism	ReleaseDate
SRR3286294	SRS1357165	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576092	gs ncbi s3	gs.US s3.us-east-1	SRX1656926	0		1206	555	GSM2096975	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Erythranthe guttata	2016-09-05
SRR3286295	SRS1357164	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576093	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656927	0		3869	1911	GSM2096978	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Medicago truncatula	2016-09-05
SRR3286296	SRS1357164	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576093	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656927	0		3768	1869	GSM2096978	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Medicago truncatula	2016-09-05
SRR3286297	SRS1357164	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576093	gs ncbi s3	gs.US s3.us-east-1	SRX1656927	0		3701	1834	GSM2096978	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Medicago truncatula	2016-09-05
SRR3286298	SRS1357163	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576094	gs ncbi s3	gs.US s3.us-east-1	SRX1656928	0		2103	1067	GSM2096979	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286299	SRS1357163	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576094	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656928	0		1952	993	GSM2096979	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286300	SRS1357163	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576094	gs ncbi s3	gs.US s3.us-east-1	SRX1656928	0		1891	960	GSM2096979	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286301	SRS1357163	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576094	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656928	0		1692	731	GSM2096979	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286302	SRS1357163	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576094	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656928	0		6810	3337	GSM2096979	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286303	SRS1357162	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576095	gs ncbi s3	gs.US s3.us-east-1	SRX1656929	0		5471	2563	GSM2096980	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Prunus persica	2016-09-05
SRR3286304	SRS1357162	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576095	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656929	0		4917	2317	GSM2096980	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Prunus persica	2016-09-05
SRR3286305	SRS1357161	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576096	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656930	0		12820	5574	GSM2096981	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Populus trichocarpa	2016-09-05
SRR3286306	SRS1357160	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576097	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656931	0		19391	9265	GSM2096982	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Panicum virgatum	2016-09-05
SRR3286307	SRS1357159	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576098	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656932	0		4241	2122	GSM2096983	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Ricinus communis	2016-09-05
SRR3286308	SRS1357159	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576098	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656932	0		10	5	GSM2096983	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Ricinus communis	2016-09-05
SRR3286309	SRS1357158	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576099	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656933	0		16477	7452	GSM2096984	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Sorghum bicolor	2016-09-05
SRR3286310	SRS1357157	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576100	gs ncbi s3	gs.US s3.us-east-1	SRX1656934	0		3266	1650	GSM2096985	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Setaria viridis	2016-09-05
SRR3286311	SRS1357157	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576100	ncbi sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656934	0		3176	1608	GSM2096985	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Setaria viridis	2016-09-05
SRR3286312	SRS1357157	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576100	gs ncbi s3	gs.US s3.us-east-1	SRX1656934	0		3155	1595	GSM2096985	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Setaria viridis	2016-09-05
SRR3286313	SRS1357156	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576101	gs ncbi s3	gs.US s3.us-east-1	SRX1656935	0		8397	4239	GSM2096986	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Theobroma cacao	2016-09-05
SRR3286314	SRS1357156	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576101	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656935	0		25	14	GSM2096986	Bisulfite-Seq	PRJNA316109	GEO	public	sra	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Theobroma cacao	2016-09-05
SRR3286315	SRS1357155	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576102	gs ncbi s3	gs.US s3.us-east-1	SRX1656936	0		1736	869	GSM2096987	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Vitis vinifera	2016-09-05
SRR3286316	SRS1357155	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576102	gs ncbi s3	gs.US s3.us-east-1	SRX1656936	0		1574	791	GSM2096987	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Vitis vinifera	2016-09-05
SRR3286317	SRS1357155	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576102	gs ncbi s3	gs.US s3.us-east-1	SRX1656936	0		1488	747	GSM2096987	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Vitis vinifera	2016-09-05
SRR3286318	SRS1357155	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576102	gs ncbi s3	gs.US s3.us-east-1	SRX1656936	0		1546	654	GSM2096987	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Vitis vinifera	2016-09-05
SRR3286319	SRS1357155	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576102	gs ncbi s3	gs.US s3.us-east-1	SRX1656936	0		6478	3114	GSM2096987	Bisulfite-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	RANDOM	GENOMIC	2016-03-23	Vitis vinifera	2016-09-05
SRR3286320	SRS1357154	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576103	gs s3	gs.US s3.us-east-1	SRX1656937	0		1323	612	GSM2096988	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Cucumis sativus	2016-09-05
SRR3286321	SRS1357154	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576103	gs s3	gs.US s3.us-east-1	SRX1656937	0		1287	593	GSM2096988	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Cucumis sativus	2016-09-05
SRR3286322	SRS1357154	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576103	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656937	0		1386	640	GSM2096988	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Cucumis sativus	2016-09-05
SRR3286323	SRS1357154	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576103	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656937	0		1359	622	GSM2096988	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Cucumis sativus	2016-09-05
SRR3286324	SRS1357153	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576104	gs s3	gs.US s3.us-east-1	SRX1656938	0		11	5	GSM2096989	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Eucalyptus grandis	2016-09-05
SRR3286325	SRS1357153	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576104	gs s3	gs.US s3.us-east-1	SRX1656938	0		10	5	GSM2096989	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Eucalyptus grandis	2016-09-05
SRR3286326	SRS1357153	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576104	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656938	0		11	5	GSM2096989	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Eucalyptus grandis	2016-09-05
SRR3286327	SRS1357153	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576104	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656938	0		11	5	GSM2096989	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Eucalyptus grandis	2016-09-05
SRR3286328	SRS1357152	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576105	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656939	0		438	208	GSM2096990	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Eutrema salsugineum	2016-09-05
SRR3286329	SRS1357152	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576105	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656939	0		423	200	GSM2096990	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Eutrema salsugineum	2016-09-05
SRR3286330	SRS1357152	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576105	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656939	0		461	218	GSM2096990	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Eutrema salsugineum	2016-09-05
SRR3286331	SRS1357152	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576105	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656939	0		448	211	GSM2096990	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Eutrema salsugineum	2016-09-05
SRR3286332	SRS1357151	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576106	gs s3	gs.US s3.us-east-1	SRX1656940	0		35	17	GSM2096991	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Ricinus communis	2016-09-05
SRR3286333	SRS1357151	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576106	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656940	0		34	16	GSM2096991	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Ricinus communis	2016-09-05
SRR3286334	SRS1357151	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576106	gs s3	gs.US s3.us-east-1	SRX1656940	0		37	18	GSM2096991	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Ricinus communis	2016-09-05
SRR3286335	SRS1357151	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576106	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656940	0		36	17	GSM2096991	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Ricinus communis	2016-09-05
SRR3286336	SRS1357150	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576078	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656941	0		493	235	GSM2096992	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286337	SRS1357150	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576078	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656941	0		478	227	GSM2096992	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286338	SRS1357150	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576078	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656941	0		515	245	GSM2096992	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286339	SRS1357150	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576078	gs s3	gs.US s3.us-east-1	SRX1656941	0		502	237	GSM2096992	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Panicum hallii	2016-09-05
SRR3286340	SRS1357149	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576070	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656942	0		411	195	GSM2096993	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Medicago truncatula	2016-09-05
SRR3286341	SRS1357149	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576070	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656942	0		398	188	GSM2096993	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Medicago truncatula	2016-09-05
SRR3286342	SRS1357149	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576070	gs s3	gs.US s3.us-east-1	SRX1656942	0		433	205	GSM2096993	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Medicago truncatula	2016-09-05
SRR3286343	SRS1357149	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		50	SAMN04576070	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656942	0		420	197	GSM2096993	ncRNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	size fractionation	TRANSCRIPTOMIC	2016-03-23	Medicago truncatula	2016-09-05
SRR3286344	SRS1357148	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		75	SAMN04576067	gs s3	gs.US s3.us-east-1	SRX1656943	0		445	154	GSM2096994	RNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	cDNA	TRANSCRIPTOMIC	2016-03-23	Cucumis sativus	2016-09-05
SRR3286345	SRS1357148	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		75	SAMN04576067	gs s3	gs.US s3.us-east-1	SRX1656943	0		439	151	GSM2096994	RNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	cDNA	TRANSCRIPTOMIC	2016-03-23	Cucumis sativus	2016-09-05
SRR3286346	SRS1357148	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		75	SAMN04576067	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656943	0		450	154	GSM2096994	RNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	cDNA	TRANSCRIPTOMIC	2016-03-23	Cucumis sativus	2016-09-05
SRR3286347	SRS1357148	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		75	SAMN04576067	gs s3	gs.US s3.us-east-1	SRX1656943	0		447	153	GSM2096994	RNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	cDNA	TRANSCRIPTOMIC	2016-03-23	Cucumis sativus	2016-09-05
SRR3286348	SRS1357147	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		101	SAMN04576068	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656944	0		2498	1114	GSM2096995	RNA-Seq	PRJNA316109	GEO	public	sra unknown_contigs	Illumina HiSeq 2000	cDNA	TRANSCRIPTOMIC	2016-03-23	Brachypodium distachyon	2016-09-05
SRR3286349	SRS1357146	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		75	SAMN04576069	gs s3	gs.US s3.us-east-1	SRX1656945	0		521	183	GSM2096996	RNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	cDNA	TRANSCRIPTOMIC	2016-03-23	Brassica rapa	2016-09-05
SRR3286350	SRS1357146	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		75	SAMN04576069	gs s3	gs.US s3.us-east-1	SRX1656945	0		514	178	GSM2096996	RNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	cDNA	TRANSCRIPTOMIC	2016-03-23	Brassica rapa	2016-09-05
SRR3286351	SRS1357146	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		75	SAMN04576069	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1656945	0		527	183	GSM2096996	RNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	cDNA	TRANSCRIPTOMIC	2016-03-23	Brassica rapa	2016-09-05
SRR3286352	SRS1357146	SRP072226	SINGLE	ILLUMINA	gcs_uri_provider		75	SAMN04576069	sra-sos	sra-sos.be-md sra-sos.st-va	SRX1656945	0		523	180	GSM2096996	RNA-Seq	PRJNA316109	GEO	public	sra	NextSeq 500	cDNA	TRANSCRIPTOMIC	2016-03-23	Brassica rapa	2016-09-05
SRR2553731	SRS1098403	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		246	SAMN04145347	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302759	0	Chemdog91_1.1	208	105	Chemdog91	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553732	SRS1098403	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		242	SAMN04145347	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302760	0	Chemdog91_1.2	204	120	Chemdog91	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553733	SRS1098404	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		241	SAMN04145351	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302761	0	SourTsunami_1.1	129	82	SourTsunami	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553734	SRS1098404	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		240	SAMN04145351	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302762	0	SourTsunami_1.2	128	73	SourTsunami	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553735	SRS1098403	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		250	SAMN04145347	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302763	0	Chemdog91_1.3	1133	653	Chemdog91	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553736	SRS1098403	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		250	SAMN04145347	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302764	0	Chemdog91_1.4	1133	787	Chemdog91	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553737	SRS1098406	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		243	SAMN04145348	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302765	0	Black84_1.1	125	76	Black84	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553738	SRS1098406	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		241	SAMN04145348	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302766	0	Black84_1.2	124	73	Black84	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553739	SRS1098405	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		246	SAMN04145349	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302767	0	BlueBerryEssence_1.1	224	116	BlueBerryEssence	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553740	SRS1098405	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		242	SAMN04145349	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302768	0	BlueBerryEssence_1.2	221	128	BlueBerryEssence	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553741	SRS1098407	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		240	SAMN04145350	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302769	0	BlueDream_1.1	289	148	BlueDream	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553742	SRS1098407	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		232	SAMN04145350	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302770	0	BlueDream_1.2	279	177	BlueDream	AMPLICON	PRJNA297710	COURTAGEN LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553797	SRS1098431	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		248	SAMN04145358	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302793	0	WiFi	265	133	WiFi	AMPLICON	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
SRR2553798	SRS1098431	SRP064442	PAIRED	ILLUMINA	gcs_uri_provider		244	SAMN04145358	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX1302793	0	WiFi	260	157	WiFi	AMPLICON	PRJNA297710	COURTAGE LIFE SCIENCES	public	sra	Illumina MiSeq	PCR	GENOMIC	2015-10-03	Cannabis sativa	2015-10-08
